iter,n,K,max_previous_assortments,worst_case_revenue,best_case_revenue
32,10,10,0.3093873474635351,0.3093873474635351,0.3093873474635351
33,10,10,0.22300169318212826,0.22300169318212826,0.22300169318212826
34,10,10,0.565734713483909,0.5657347134839091,0.5657347134839091
35,10,10,0.4760588700492363,0.4760588700492363,0.49057159855466037
36,10,10,0.5319839465306736,0.5319839465306736,0.5319839465306736
37,10,10,0.4933656459105158,0.4933656459105158,0.4933656459105158
38,10,10,0.29532294835643064,0.29532294835643064,0.29532294835643064
39,10,10,0.5384493263376522,0.5384493263376521,0.5384493263376521
40,10,10,0.38876644837467145,0.3887664483746715,0.3887664483746715
41,10,10,0.5101318280639633,0.5101318280639633,0.5101318280639633
42,10,10,0.7157411643106634,0.7157411643106634,0.7157411643106634
43,10,10,0.39755786478359256,0.39755786478359256,0.39755786478359256
44,10,10,0.5305312976278393,0.5405836455447244,0.5405836455447244
45,10,10,0.506271806208267,0.506271806208267,0.506271806208267
46,10,10,0.48617399329746547,0.48617399329746547,0.48617399329746547
47,10,10,0.39715726551663194,0.3971572655166319,0.3971572655166319
48,10,10,0.3392974841052194,0.3392974841052194,0.3392974841052194
49,10,10,0.2964870563113472,0.29648705631134725,0.29648705631134725
50,10,10,0.4476476107244172,0.4476476107244173,0.4476476107244173
51,10,10,0.6843054364697319,0.6843054364697319,0.6843054364697319
52,10,10,0.6948266642199699,0.6948266642199699,0.6948266642199699
53,10,10,0.2361033397249232,0.2361033397249232,0.2361033397249232
54,10,10,0.5989320061547366,0.5989320061547365,0.5989320061547365
55,10,10,0.7099420696425472,0.7099420696425471,0.7099420696425471
56,10,10,0.7703544035592462,0.7703544035592462,0.7703544035592462
57,10,10,0.45206392166869847,0.45206392166869847,0.45206392166869847
58,10,10,0.8075251228438701,0.80752512284387,0.80752512284387
59,10,10,0.5474017956088015,0.5479565785813589,0.597645040052471
60,10,10,0.5367590660571613,0.5367590660571613,0.5367590660571613
61,10,10,0.15557186571313264,0.15557186571313264,0.15557186571313264
62,10,10,0.2740310576581033,0.27403105765810326,0.27403105765810326
63,10,10,0.5603194409367446,0.5603194409367447,0.5603194409367447
64,10,10,0.6506052149150696,0.6900664017834977,0.6900664017834977
65,10,10,0.4793307547128767,0.4793307547128767,0.4793307547128767
66,10,10,0.2740209397619101,0.2740209397619101,0.2740209397619101
67,10,10,0.5764677312628488,0.5764677312628488,0.5764677312628488
68,10,10,0.2405609221373372,0.2405609221373372,0.2405609221373372
69,10,10,0.29545831562544844,0.29545831562544844,0.29545831562544844
70,10,10,0.697823727116859,0.6978237271168588,0.6978237271168588
71,10,10,0.5411860919101765,0.5411860919101765,0.5411860919101765
72,10,10,0.6862193741267368,0.6862193741267368,0.6862193741267368
73,10,10,0.5964669602061381,0.5964669602061381,0.5964669602061381
74,10,10,0.48024073550502555,0.4802407355050255,0.4802407355050255
75,10,10,0.638043807272057,0.6380438072720571,0.6380438072720571
76,10,10,0.6228546784058074,0.6228546784058075,0.6228546784058075
77,10,10,0.5052521797453509,0.6000405854169373,0.6000405854169373
78,10,10,0.36268010242089066,0.36268010242089066,0.36268010242089066
79,10,10,0.592609905096138,0.592609905096138,0.592609905096138
80,10,10,0.6849074959340743,0.6849074959340742,0.6849074959340742
81,10,10,0.5175146653803503,0.5175146653803503,0.5175146653803503
82,10,10,0.4207161803860051,0.4207161803860051,0.4207161803860051
83,10,10,0.736109876697341,0.736109876697341,0.736109876697341
84,10,10,0.45305086658513116,0.4530508665851311,0.4530508665851311
85,10,10,0.2870222258477878,0.3113100118599032,0.3113100118599032
86,10,10,0.3265528034333623,0.32655280343336224,0.32655280343336224
87,10,10,0.30911950455854,0.30911950455854,0.30911950455854
88,10,10,0.28160480420143896,0.2816048042014389,0.2816048042014389
89,10,10,0.35463115291428154,0.35463115291428154,0.35463115291428154
90,10,10,0.3892338465978905,0.3892338465978905,0.3892338465978905
91,10,10,0.49361664779791226,0.49361664779791226,0.49361664779791226
92,10,10,0.3678677737088411,0.36786777370884105,0.36786777370884105
93,10,10,0.49916180380145264,0.49916180380145275,0.49916180380145275
94,10,10,0.3620853029898184,0.3620853029898184,0.3620853029898184
95,10,10,0.31711430813897357,0.31711430813897357,0.31711430813897357
96,10,10,0.7282028750445471,0.728202875044547,0.728202875044547
97,10,10,0.36809008447545083,0.3680900844754508,0.3680900844754508
98,10,10,0.6308911967808477,0.6308911967808477,0.6308911967808477
99,10,10,0.36036202971011644,0.3603620297101165,0.3603620297101165
100,10,10,0.43029689920025826,0.4302968992002583,0.4302968992002583
101,10,10,0.6746050704461802,0.6746050704461802,0.6746050704461802
102,10,10,0.5476148528881356,0.5476148528881356,0.5476148528881356
103,10,10,0.6358872529353893,0.6358872529353892,0.6358872529353892
104,10,10,0.6861797879357278,0.6861797879357278,0.6861797879357278
105,10,10,0.7105326908139104,0.7105326908139104,0.7105326908139104
106,10,10,0.4338746342795248,0.4338746342795248,0.4338746342795248
107,10,10,0.487271863445135,0.487271863445135,0.487271863445135
108,10,10,0.7152674731419517,0.7152674731419517,0.7152674731419517
109,10,10,0.53208285698153,0.53208285698153,0.53208285698153
110,10,10,0.5479171496863574,0.5579926479921722,0.7479659314229994
111,10,10,0.613033619821584,0.613033619821584,0.613033619821584
112,10,10,0.4281996901448024,0.4281996901448024,0.4281996901448024
113,10,10,0.24836473325512542,0.24836473325512548,0.24836473325512548
114,10,10,0.6596886878169941,0.6596886878169941,0.6596886878169941
115,10,10,0.30655225528002666,0.3065522552800266,0.3065522552800266
116,10,10,0.6618114127872476,0.6618114127872476,0.6618114127872476
117,10,10,0.7743086376994693,0.7743086376994693,0.7743086376994693
118,10,10,0.7049748238673224,0.7049748238673222,0.7049748238673222
119,10,10,0.759159673380794,0.7591596733807939,0.7591596733807939
120,10,10,0.45729187649413666,0.4572918764941366,0.4572918764941366
121,10,10,0.23266740790928808,0.2806190368364616,0.2806190368364616
122,10,10,0.8176391191891614,0.8176391191891614,0.8176391191891614
123,10,10,0.6646923451000026,0.6646923451000026,0.6646923451000026
124,10,10,0.6192630217441415,0.6192630217441414,0.6192630217441414
125,10,10,0.8487741931263066,0.8487741931263066,0.8487741931263066
126,10,10,0.5803947857404759,0.5803947857404759,0.5803947857404759
127,10,10,0.6534635848666541,0.6534635848666541,0.6534635848666541
128,10,10,0.6628291994785384,0.6628291994785382,0.6628291994785382
129,10,10,0.5249745682739221,0.5249745682739222,0.5249745682739222
130,10,10,0.2644657823497651,0.2644657823497651,0.2644657823497651
131,10,10,0.439088412220645,0.439088412220645,0.439088412220645
132,10,10,0.51026113494764,0.51026113494764,0.51026113494764
133,10,10,0.5862920813914799,0.58629208139148,0.58629208139148
134,10,10,0.479998030912583,0.4799980309125831,0.4799980309125831
135,10,10,0.4545248448296111,0.4545248448296111,0.4545248448296111
136,10,10,0.6744583355314122,0.6744583355314122,0.6744583355314122
137,10,10,0.7849655300402234,0.7849655300402234,0.7849655300402234
138,10,10,0.3671216431648091,0.3671216431648091,0.39747489999968094
139,10,10,0.8624252363759597,0.8624252363759599,0.8624252363759599
140,10,10,0.6724833488754951,0.672483348875495,0.672483348875495
141,10,10,0.6487630449067867,0.6487630449067865,0.6487630449067865
142,10,10,0.6216200872988085,0.6216200872988085,0.6216200872988085
143,10,10,0.5565920512669299,0.55659205126693,0.55659205126693
144,10,10,0.4722232249169015,0.4722232249169014,0.4722232249169014
145,10,10,0.5653064883859864,0.5653064883859864,0.5653064883859864
146,10,10,0.5878276047030958,0.5878276047030958,0.5878276047030958
147,10,10,0.6073204419455388,0.6073204419455388,0.6073204419455388
148,10,10,0.8221107641236166,0.8221107641236167,0.8221107641236167
149,10,10,0.42579619887740516,0.4257961988774052,0.4257961988774052
150,10,10,0.4155844487540663,0.4155844487540663,0.4155844487540663
151,10,10,0.5996365422176033,0.5996365422176033,0.5996365422176033
152,10,10,0.4770828795978639,0.4770828795978639,0.4770828795978639
153,10,10,0.4859356068180155,0.4859356068180155,0.4859356068180155
154,10,10,0.2956349605587987,0.29563496055879873,0.29563496055879873
155,10,10,0.24009535094993367,0.24009535094993367,0.24009535094993367
156,10,10,0.5505215802854468,0.5505215802854468,0.5505215802854468
157,10,10,0.4861842538415988,0.4861842538415988,0.4861842538415988
158,10,10,0.7946723525210091,0.7946723525210091,0.7946723525210091
159,10,10,0.6152838053522793,0.6152838053522793,0.6152838053522793
160,10,10,0.7082739971053144,0.7082739971053144,0.7082739971053144
161,10,10,0.8580714253143116,0.8580714253143116,0.8580714253143116
162,10,10,0.49567230744397406,0.49567230744397406,0.49567230744397406
163,10,10,0.6366929750357464,0.6366929750357464,0.6366929750357464
164,10,10,0.25921743702905614,0.2592174370290561,0.2592174370290561
165,10,10,0.5125755112994137,0.5125755112994137,0.5125755112994137
166,10,10,0.40190992505634393,0.40190992505634393,0.40190992505634393
167,10,10,0.4785135246772722,0.47851352467727226,0.47851352467727226
168,10,10,0.5249643328001775,0.5249643328001775,0.5249643328001775
169,10,10,0.5860884095914278,0.5860884095914278,0.5860884095914278
170,10,10,0.3267504821887677,0.3267504821887677,0.3267504821887677
171,10,10,0.23424457228864062,0.23424457228864062,0.23424457228864062
172,10,10,0.4089147608784233,0.42578884830330416,0.42578884830330416
173,10,10,0.6174282535476985,0.6174282535476984,0.6174282535476984
174,10,10,0.7273424303373668,0.7273424303373667,0.7273424303373667
175,10,10,0.7108853463418094,0.7108853463418093,0.7108853463418093
176,10,10,0.5150841842842291,0.5150841842842291,0.5150841842842291
177,10,10,0.785210087382479,0.785210087382479,0.785210087382479
178,10,10,0.6603100062868024,0.6603100062868021,0.6603100062868021
179,10,10,0.3927128843771268,0.39271288437712676,0.39271288437712676
180,10,10,0.38860581495168284,0.38860581495168284,0.38860581495168284
181,10,10,0.15604521460835316,0.1560452146083532,0.1560452146083532
182,10,10,0.6338664252756296,0.6338664252756296,0.6338664252756296
183,10,10,0.5249387235693939,0.5249387235693939,0.5249387235693939
184,10,10,0.5203491081884548,0.5203491081884548,0.5203491081884548
185,10,10,0.593106454498341,0.5931064544983411,0.5931064544983411
186,10,10,0.45908592124053504,0.459085921240535,0.459085921240535
187,10,10,0.5521581561192415,0.5521581561192415,0.5521581561192415
188,10,10,0.6149015562459406,0.6187192504753496,0.6877395193497411
189,10,10,0.5627959534886278,0.5627959534886278,0.5627959534886278
190,10,10,0.4534625883941043,0.4534625883941043,0.4534625883941043
191,10,10,0.5105338384696679,0.5105338384696678,0.5105338384696678
192,10,10,0.7725103348862296,0.7725103348862296,0.7725103348862296
193,10,10,0.6749620035778021,0.6749620035778021,0.6749620035778021
194,10,10,0.38877590550431645,0.4117178747059378,0.4291961216891209
195,10,10,0.743999437053303,0.743999437053303,0.743999437053303
196,10,10,0.40842101400176023,0.40842101400176023,0.40842101400176023
197,10,10,0.66112593982501,0.66112593982501,0.66112593982501
198,10,10,0.7001564636379373,0.7001564636379373,0.7001564636379373
199,10,10,0.5867238778865177,0.5867238778865176,0.5867238778865176
200,10,10,0.6492294424616465,0.6492294424616466,0.6492294424616466
201,10,10,0.5158351583753904,0.5158351583753904,0.5158351583753904
202,10,10,0.35901594552902993,0.35901594552902993,0.35901594552902993
203,10,10,0.5691760609835669,0.5691760609835668,0.5691760609835668
204,10,10,0.5631408266038719,0.563140826603872,0.563140826603872
205,10,10,0.2555660455679021,0.2555660455679021,0.2555660455679021
206,10,10,0.5688686015190764,0.5688686015190764,0.5688686015190764
207,10,10,0.3436791306296939,0.34367913062969385,0.34367913062969385
208,10,10,0.5143756735908454,0.5143756735908452,0.5143756735908452
209,10,10,0.399277271690433,0.39927727169043303,0.39927727169043303
210,10,10,0.4789209879840886,0.4789209879840887,0.4789209879840887
211,10,10,0.5345298279248559,0.5345298279248559,0.5345298279248559
212,10,10,0.3028141023262723,0.30281410232627237,0.30281410232627237
213,10,10,0.7754391238863698,0.7754391238863699,0.7754391238863699
214,10,10,0.3360711417220975,0.3360711417220975,0.3360711417220975
215,10,10,0.6850771006966705,0.6850771006966705,0.6850771006966705
216,10,10,0.4013743148371093,0.4013743148371093,0.4013743148371093
217,10,10,0.5241255586155141,0.5241255586155141,0.5241255586155141
218,10,10,0.281073339708075,0.2810733397080751,0.2810733397080751
219,10,10,0.579554701138929,0.5843907685714331,0.5843907685714331
220,10,10,0.7029901447765075,0.7029901447765075,0.7029901447765075
221,10,10,0.36820279028942327,0.36820279028942327,0.36820279028942327
222,10,10,0.200451980240276,0.20045198024027602,0.20045198024027602
223,10,10,0.42226344114879266,0.4343387572727725,0.4343387572727725
224,10,10,0.5302511535280461,0.5302511535280461,0.5302511535280461
225,10,10,0.4636060241520104,0.4636060241520104,0.4636060241520104
226,10,10,0.6362578610359397,0.6362578610359397,0.6362578610359397
227,10,10,0.4410119944730165,0.4655644533522354,0.4655644533522354
228,10,10,0.5833534322538587,0.5833534322538588,0.5833534322538588
229,10,10,0.36860003053626245,0.36860003053626245,0.36860003053626245
230,10,10,0.8907608996659677,0.8907608996659677,0.8907608996659677
231,10,10,0.27082910042647923,0.2708291004264793,0.2708291004264793
232,10,10,0.7453927890564791,0.7461088234730217,0.8036694521235943
233,10,10,0.31296382918096516,0.3582527740618208,0.3582527740618208
234,10,10,0.6834502890712393,0.6834502890712393,0.6834502890712393
235,10,10,0.870679523700424,0.8706795237004241,0.8706795237004241
236,10,10,0.724592915630077,0.7245929156300769,0.7245929156300769
237,10,10,0.3485325575652584,0.3485325575652584,0.3485325575652584
238,10,10,0.5620615467148727,0.5620615467148729,0.5620615467148729
239,10,10,0.45973999933447074,0.45973999933447074,0.45973999933447074
240,10,10,0.4365135263487384,0.43651352634873847,0.43651352634873847
241,10,10,0.6827935126506521,0.6827935126506521,0.6827935126506521
242,10,10,0.3610574025294726,0.36105740252947266,0.36105740252947266
243,10,10,0.5733785685978738,0.5733785685978738,0.5733785685978738
244,10,10,0.2405392757696709,0.2429339353314483,0.25561635449589376
245,10,10,0.6001145015773944,0.6001145015773943,0.6001145015773943
246,10,10,0.43643668809069824,0.43643668809069824,0.43643668809069824
247,10,10,0.4834620477734858,0.48346204777348584,0.48346204777348584
248,10,10,0.3984341948456026,0.39843419484560255,0.39954705850978445
249,10,10,0.4899138559669343,0.4899138559669344,0.4899138559669344
250,10,10,0.6608506159323155,0.6608506159323155,0.6608506159323155
251,10,10,0.6795868979588269,0.6795868979588269,0.6795868979588269
252,10,10,0.3755588316006726,0.4198200921100714,0.4198200921100714
253,10,10,0.5540812493835843,0.5540812493835842,0.5540812493835842
254,10,10,0.7476799525471091,0.7476799525471091,0.7476799525471091
255,10,10,0.4020416416002283,0.40204164160022826,0.40204164160022826
256,10,10,0.27592224856723413,0.2759222485672341,0.2759222485672341
257,10,10,0.5956388366732184,0.5956388366732183,0.5956388366732183
258,10,10,0.28274348048917886,0.2827434804891788,0.2827434804891788
259,10,10,0.6348407722473,0.6348407722473,0.6348407722473
260,10,10,0.41203089814315486,0.41203089814315486,0.41203089814315486
261,10,10,0.6814697068209199,0.6814697068209199,0.6814697068209199
262,10,10,0.42448205931742117,0.42448205931742117,0.521677251733716
263,10,10,0.5132071729816965,0.5132071729816965,0.5132071729816965
264,10,10,0.5162184333613377,0.5162184333613377,0.5162184333613377
265,10,10,0.4720940652224748,0.47209406522247477,0.47209406522247477
266,10,10,0.700472960967435,0.7004729609674352,0.7004729609674352
267,10,10,0.7216871951312451,0.7216871951312451,0.7216871951312451
268,10,10,0.39653503985525185,0.39653503985525185,0.39653503985525185
269,10,10,0.4709828998919163,0.47098289989191616,0.47098289989191616
270,10,10,0.41579375583152023,0.4157937558315201,0.4157937558315201
271,10,10,0.4758711983205965,0.4758711983205965,0.4758711983205965
272,10,10,0.8078988017144793,0.8078988017144793,0.8078988017144793
273,10,10,0.46554458421792466,0.4655445842179247,0.4655445842179247
274,10,10,0.685828496040279,0.685828496040279,0.685828496040279
275,10,10,0.5156265939918057,0.5156265939918057,0.5156265939918057
276,10,10,0.10702576890322162,0.10702576890322162,0.10702576890322162
277,10,10,0.833007332493324,0.833007332493324,0.833007332493324
278,10,10,0.48536207893924865,0.48536207893924865,0.48536207893924865
279,10,10,0.39272342588158793,0.39272342588158793,0.39272342588158793
280,10,10,0.7707365905100543,0.7707365905100542,0.7707365905100542
281,10,10,0.510451611218711,0.570503279543894,0.6240222788973966
282,10,10,0.2956573776603585,0.2956573776603585,0.2956573776603585
283,10,10,0.7438365828214932,0.7438365828214932,0.7438365828214932
284,10,10,0.5973789784707569,0.597378978470757,0.597378978470757
285,10,10,0.48346839570712163,0.48346839570712163,0.48346839570712163
286,10,10,0.3797545488080494,0.3797545488080493,0.3797545488080493
287,10,10,0.571257630641044,0.571257630641044,0.571257630641044
288,10,10,0.7024001655486696,0.7024001655486696,0.7024001655486696
289,10,10,0.4037192789819375,0.40371927898193755,0.40371927898193755
290,10,10,0.7818793344429557,0.7818793344429555,0.7818793344429555
291,10,10,0.5926908576760088,0.5926908576760088,0.5926908576760088
292,10,10,0.5124441494716283,0.5124441494716283,0.5124441494716283
293,10,10,0.47197076174662195,0.471970761746622,0.471970761746622
294,10,10,0.43659400199615617,0.4365940019961561,0.4365940019961561
295,10,10,0.6361046943276165,0.6361046943276165,0.6361046943276165
296,10,10,0.6414840832571054,0.6414840832571055,0.6414840832571055
297,10,10,0.7842860701576096,0.7842860701576098,0.7842860701576098
298,10,10,0.33174887969051386,0.33174887969051386,0.33174887969051386
299,10,10,0.2409813440589348,0.2409813440589348,0.2409813440589348
300,10,10,0.595346481674742,0.595346481674742,0.595346481674742
301,10,10,0.4314343388400054,0.4341040221986086,0.49440472009263964
302,10,10,0.518763373032142,0.5295778225899084,0.5833111089732596
303,10,10,0.5246036770930196,0.5246036770930195,0.5246036770930195
304,10,10,0.7305623443629904,0.7305623443629904,0.7305623443629904
305,10,10,0.8511277062671893,0.8511277062671893,0.8511277062671893
306,10,10,0.7100445006694099,0.7100445006694099,0.7100445006694099
307,10,10,0.40768875839037116,0.41936137669963996,0.41936137669963996
308,10,10,0.6299429503469071,0.6299429503469072,0.6299429503469072
309,10,10,0.2868137966061087,0.2868137966061087,0.2868137966061087
310,10,10,0.3393758131323687,0.3393758131323687,0.3393758131323687
311,10,10,0.4817889264130074,0.48707812877958734,0.48707812877958734
312,10,10,0.45550231042452244,0.45550231042452244,0.45550231042452244
313,10,10,0.30218161264600096,0.302181612646001,0.302181612646001
314,10,10,0.48235362321303754,0.48235362321303754,0.48235362321303754
315,10,10,0.6076740899218815,0.6076740899218815,0.6076740899218815
316,10,10,0.8395185526584322,0.8395185526584323,0.8395185526584323
317,10,10,0.42475588122700914,0.4247558812270092,0.4247558812270092
318,10,10,0.5574930132893292,0.5645842052416711,0.5645842052416711
319,10,10,0.50762209646215,0.50762209646215,0.50762209646215
320,10,10,0.5728388857206173,0.5728388857206174,0.5728388857206174
321,10,10,0.5386189584178568,0.5386189584178568,0.5386189584178568
322,10,10,0.5148189385984785,0.5148189385984784,0.5148189385984784
323,10,10,0.39662300216049695,0.39662300216049695,0.39662300216049695
324,10,10,0.5111524786342418,0.5111524786342418,0.5111524786342418
325,10,10,0.26743243591329624,0.2692397394381629,0.2692397394381629
326,10,10,0.6478527801247742,0.6478527801247742,0.6478527801247742
327,10,10,0.4383666396706633,0.43836663967066325,0.43836663967066325
328,10,10,0.42610516214343724,0.42610516214343724,0.42610516214343724
329,10,10,0.3807322891177711,0.3807322891177711,0.3807322891177711
330,10,10,0.47160587598870424,0.47160587598870424,0.47160587598870424
331,10,10,0.5598586215787411,0.5598586215787411,0.5598586215787411
332,10,10,0.3388209688704287,0.3388209688704287,0.3388209688704287
333,10,10,0.5066733723896076,0.5066733723896075,0.5066733723896075
334,10,10,0.5444333746505752,0.5444333746505752,0.5444333746505752
335,10,10,0.5695978931031334,0.5695978931031334,0.5695978931031334
336,10,10,0.4179352388170516,0.4179352388170516,0.4797377798393696
337,10,10,0.34623927050951175,0.3462392705095117,0.3462392705095117
338,10,10,0.7234192725925632,0.7234192725925632,0.7234192725925632
339,10,10,0.28281244930401894,0.28281244930401894,0.28281244930401894
340,10,10,0.8604407436931767,0.8604407436931767,0.8604407436931767
341,10,10,0.507487238648249,0.507487238648249,0.507487238648249
342,10,10,0.6086388794749193,0.6086388794749192,0.6086388794749192
343,10,10,0.5610165011604604,0.5610165011604604,0.5610165011604604
344,10,10,0.26566180359267233,0.26566180359267233,0.26566180359267233
345,10,10,0.3598110159840539,0.35981101598405396,0.35981101598405396
346,10,10,0.5993062927000987,0.5993062927000988,0.5993062927000988
347,10,10,0.36983816785135104,0.3854575295194149,0.5312573943413829
348,10,10,0.5899188373022667,0.5899188373022667,0.5899188373022667
349,10,10,0.3404386209062273,0.34043862090622734,0.34043862090622734
350,10,10,0.6842197646386279,0.6842197646386279,0.6842197646386279
351,10,10,0.31538221634921304,0.31538221634921304,0.31538221634921304
352,10,10,0.21261004292976124,0.22559136412234512,0.22559136412234512
353,10,10,0.41330498862728393,0.41330498862728393,0.41330498862728393
354,10,10,0.5389790980217986,0.5389790980217986,0.5389790980217986
355,10,10,0.4862698117747638,0.4862698117747638,0.4862698117747638
356,10,10,0.42471015086094543,0.42471015086094543,0.42471015086094543
357,10,10,0.6824948665846983,0.6824948665846982,0.6824948665846982
358,10,10,0.46989363252244576,0.46989363252244576,0.46989363252244576
359,10,10,0.5642824068200041,0.5642824068200041,0.5642824068200041
360,10,10,0.5747360038888114,0.5747360038888114,0.5747360038888114
361,10,10,0.46562798363508695,0.46562798363508695,0.46562798363508695
362,10,10,0.6749904674060677,0.6749904674060678,0.6749904674060678
363,10,10,0.6289119262154869,0.6289119262154869,0.6289119262154869
364,10,10,0.368346560924255,0.368346560924255,0.368346560924255
365,10,10,0.680235698369008,0.680235698369008,0.680235698369008
366,10,10,0.615985262588262,0.6159852625882621,0.6159852625882621
367,10,10,0.6751434865225321,0.6751434865225321,0.6751434865225321
368,10,10,0.36193448458947,0.36193448458947,0.36193448458947
369,10,10,0.577432209556078,0.577432209556078,0.577432209556078
370,10,10,0.42427170453682445,0.42427170453682445,0.42427170453682445
371,10,10,0.677275291336607,0.677275291336607,0.677275291336607
372,10,10,0.6674508678731847,0.6695898819779731,0.6695898819779731
373,10,10,0.6874742395766748,0.6874742395766746,0.6874742395766746
374,10,10,0.5182294104337808,0.5182294104337807,0.5182294104337807
375,10,10,0.27319005323228485,0.2756910105154692,0.2756910105154692
376,10,10,0.30163609987219764,0.3593044995580811,0.3593044995580811
377,10,10,0.4508308722677451,0.45083087226774515,0.45083087226774515
378,10,10,0.28862706830756063,0.28862706830756063,0.28862706830756063
379,10,10,0.6069839586358857,0.6069839586358857,0.6069839586358857
380,10,10,0.37994674238995163,0.3929696693359115,0.4181697274908002
381,10,10,0.5565008451005962,0.5606182679517178,0.723344526201974
382,10,10,0.38936483757565843,0.38936483757565843,0.38936483757565843
383,10,10,0.41237227624377926,0.4123722762437792,0.4123722762437792
384,10,10,0.5411668536854879,0.5411668536854878,0.5411668536854878
385,10,10,0.38871077455227,0.38871077455227,0.38871077455227
386,10,10,0.49210138842384243,0.49210138842384243,0.49210138842384243
387,10,10,0.2638998834179365,0.28605599720137737,0.6483869465932836
388,10,10,0.44241655494857546,0.46792813992391025,0.46792813992391025
389,10,10,0.354094711482572,0.354094711482572,0.354094711482572
390,10,10,0.3764256874618682,0.3764256874618682,0.3764256874618682
391,10,10,0.609232858513291,0.609232858513291,0.609232858513291
392,10,10,0.571827265797986,0.5718272657979859,0.5718272657979859
393,10,10,0.31516594548161264,0.34022193441857124,0.34022193441857124
394,10,10,0.4620610106734539,0.4620610106734539,0.4620610106734539
395,10,10,0.7563524888449783,0.7563524888449783,0.7563524888449783
396,10,10,0.18814467805186846,0.18814467805186846,0.18814467805186846
397,10,10,0.5432862194927983,0.5432862194927984,0.5432862194927984
398,10,10,0.25130961412256747,0.25130961412256747,0.25130961412256747
399,10,10,0.6348107380731389,0.6348107380731389,0.6348107380731389
400,10,10,0.3372941982991456,0.3372941982991456,0.3372941982991456
401,10,10,0.5169459178007444,0.5205768383998347,0.558297964209524
402,10,10,0.6309298968646855,0.6309298968646855,0.6309298968646855
403,10,10,0.44644189119301986,0.4464418911930198,0.4464418911930198
404,10,10,0.7913546289582404,0.7913546289582405,0.7913546289582405
405,10,10,0.18946435308504764,0.1894643530850476,0.1894643530850476
406,10,10,0.7871877825062203,0.7877592085790025,0.7877592085790025
407,10,10,0.7543419831237597,0.7543419831237597,0.7543419831237597
408,10,10,0.6459722740254663,0.6459722740254663,0.6459722740254663
409,10,10,0.5140147392823612,0.5140147392823612,0.5140147392823612
410,10,10,0.3786948785555774,0.42578105631158114,0.42578105631158114
411,10,10,0.6905363901451664,0.6905363901451662,0.6905363901451662
412,10,10,0.5660656257192745,0.5660656257192744,0.5660656257192744
413,10,10,0.5625683143080601,0.5625683143080601,0.5625683143080601
414,10,10,0.6816274631359531,0.681627463135953,0.681627463135953
415,10,10,0.4741879249505552,0.4741879249505551,0.4741879249505551
416,10,10,0.7072706991123117,0.7072706991123118,0.7072706991123118
417,10,10,0.36639214349096233,0.36639214349096233,0.36639214349096233
418,10,10,0.6077868116822426,0.6077868116822426,0.6077868116822426
419,10,10,0.8709768873005936,0.8709768873005937,0.8709768873005937
420,10,10,0.576666857727048,0.5811423197121393,0.5811423197121393
421,10,10,0.35277059242099423,0.3527705924209942,0.3527705924209942
422,10,10,0.33737858331316106,0.33771348191334116,0.34194350046383554
423,10,10,0.3841881902835841,0.3970514772922821,0.3970514772922821
424,10,10,0.328583652245035,0.328583652245035,0.328583652245035
425,10,10,0.5152570917620181,0.5152570917620181,0.5152570917620181
426,10,10,0.5315621714758929,0.5315621714758929,0.5315621714758929
