iter,max_previous_assortment,optimal_worst_case_revenue,fraction,worst_case_revenue,best_case_revenue,n,rev_ordered
1,6844.033067047243,6844.033067047244,0.66,4766.597619902564,7048.601981733284,10,rev_ordered
1,6844.033067047243,6844.033067047244,0.67,4766.597619902564,7048.601981733273,10,rev_ordered
1,6844.033067047243,6844.033067047244,0.68,4766.597619902564,7048.601981733274,10,rev_ordered
1,6844.033067047243,6844.033067047244,0.69,4766.597619902564,7048.601981733274,10,rev_ordered
1,6844.033067047243,6844.033067047244,0.7,5862.070165216674,7013.288544437003,10,rev_ordered
1,6844.033067047243,6844.033067047244,0.71,5862.070165216674,7013.288544437004,10,rev_ordered
1,6844.033067047243,6844.033067047244,0.72,5862.070165216674,7013.288544437,10,rev_ordered
1,6844.033067047243,6844.033067047244,0.73,5862.070165216674,7013.288544437007,10,rev_ordered
1,6844.033067047243,6844.033067047244,0.74,5862.070165216674,7013.2885444370095,10,rev_ordered
1,6844.033067047243,6844.033067047244,0.75,5862.070165216674,7013.288544437002,10,rev_ordered
1,6844.033067047243,6844.033067047244,0.76,5862.070165216674,7013.288544437001,10,rev_ordered
1,6844.033067047243,6844.033067047244,0.77,5862.070165216674,7013.288544437003,10,rev_ordered
1,6844.033067047243,6844.033067047244,0.78,5862.070165216674,7013.288544437004,10,rev_ordered
1,6844.033067047243,6844.033067047244,0.79,5862.070165216674,7013.288544437003,10,rev_ordered
1,6844.033067047243,6844.033067047244,0.8,5862.070165216674,7013.288544437003,10,rev_ordered
1,6844.033067047243,6844.033067047244,0.81,5862.070165216674,7013.288544437006,10,rev_ordered
1,6844.033067047243,6844.033067047244,0.82,5862.070165216674,7013.288544437001,10,rev_ordered
1,6844.033067047243,6844.033067047244,0.83,5862.070165216674,7013.288544437002,10,rev_ordered
1,6844.033067047243,6844.033067047244,0.84,5862.070165216674,7013.288544437006,10,rev_ordered
1,6844.033067047243,6844.033067047244,0.85,5862.070165216674,7013.288544437003,10,rev_ordered
1,6844.033067047243,6844.033067047244,0.86,5959.957711872798,6996.778070023596,10,rev_ordered
1,6844.033067047243,6844.033067047244,0.87,5959.957711872798,6996.778070023596,10,rev_ordered
1,6844.033067047243,6844.033067047244,0.88,6111.293300736232,6992.727541727949,10,rev_ordered
1,6844.033067047243,6844.033067047244,0.89,6111.293300736232,6992.727541727951,10,rev_ordered
1,6844.033067047243,6844.033067047244,0.9,6647.792590080728,6975.222650175142,10,rev_ordered
1,6844.033067047243,6844.033067047244,0.91,6647.792590080728,6975.222650175143,10,rev_ordered
1,6844.033067047243,6844.033067047244,0.92,6647.792590080728,6975.222650175143,10,rev_ordered
1,6844.033067047243,6844.033067047244,0.93,6647.792590080728,6975.222650175146,10,rev_ordered
1,6844.033067047243,6844.033067047244,0.94,6647.792590080728,6975.222650175153,10,rev_ordered
1,6844.033067047243,6844.033067047244,0.95,6647.792590080728,6975.222650175143,10,rev_ordered
1,6844.033067047243,6844.033067047244,0.96,6647.792590080728,6975.222650175144,10,rev_ordered
1,6844.033067047243,6844.033067047244,0.97,6647.792590080728,6975.222650175145,10,rev_ordered
1,6844.033067047243,6844.033067047244,0.98,6844.033067047244,6844.033067047245,10,rev_ordered
1,6844.033067047243,6844.033067047244,0.99,6844.033067047244,6844.033067047244,10,rev_ordered
1,6844.033067047243,6844.033067047244,1.0,6844.033067047244,6844.033067047244,10,rev_ordered
1,3878.152469235225,3878.152469235225,0.0,2923.590712875935,6556.734997163908,10,reverse_rev_ordered
1,3878.152469235225,3878.152469235225,0.01,2923.590712875935,6556.734997163908,10,reverse_rev_ordered
1,3878.152469235225,3878.152469235225,0.02,2923.590712875935,6556.734997163908,10,reverse_rev_ordered
1,3878.152469235225,3878.152469235225,0.03,2923.590712875935,6556.734997163908,10,reverse_rev_ordered
1,3878.152469235225,3878.152469235225,0.04,2923.590712875935,6556.734997163908,10,reverse_rev_ordered
1,3878.152469235225,3878.152469235225,0.05,2923.590712875935,6556.734997163908,10,reverse_rev_ordered
1,3878.152469235225,3878.152469235225,0.06,2923.590712875935,6556.734997163908,10,reverse_rev_ordered
1,3878.152469235225,3878.152469235225,0.07,2923.590712875935,6556.734997163908,10,reverse_rev_ordered
1,3878.152469235225,3878.152469235225,0.08,2923.590712875935,6556.734997163908,10,reverse_rev_ordered
1,3878.152469235225,3878.152469235225,0.09,2923.590712875935,6556.734997163908,10,reverse_rev_ordered
1,3878.152469235225,3878.152469235225,0.1,2923.590712875935,6556.734997163908,10,reverse_rev_ordered
1,3878.152469235225,3878.152469235225,0.11,2923.590712875935,6556.734997163908,10,reverse_rev_ordered
1,3878.152469235225,3878.152469235225,0.12,2923.590712875935,6556.734997163908,10,reverse_rev_ordered
1,3878.152469235225,3878.152469235225,0.13,2923.590712875935,6556.734997163908,10,reverse_rev_ordered
1,3878.152469235225,3878.152469235225,0.14,2923.590712875935,6556.734997163908,10,reverse_rev_ordered
1,3878.152469235225,3878.152469235225,0.15,2923.590712875935,6556.734997163908,10,reverse_rev_ordered
1,3878.152469235225,3878.152469235225,0.16,2923.590712875935,6556.734997163908,10,reverse_rev_ordered
1,3878.152469235225,3878.152469235225,0.17,2923.590712875935,6556.734997163908,10,reverse_rev_ordered
1,3878.152469235225,3878.152469235225,0.18,2923.590712875935,6556.734997163908,10,reverse_rev_ordered
1,3878.152469235225,3878.152469235225,0.19,2923.590712875935,6556.734997163908,10,reverse_rev_ordered
1,3878.152469235225,3878.152469235225,0.2,2923.590712875935,6556.734997163908,10,reverse_rev_ordered
1,3878.152469235225,3878.152469235225,0.21,2923.590712875935,6556.734997163908,10,reverse_rev_ordered
1,3878.152469235225,3878.152469235225,0.22,2923.590712875935,6556.734997163908,10,reverse_rev_ordered
1,3878.152469235225,3878.152469235225,0.23,2923.590712875935,6556.73499716391,10,reverse_rev_ordered
1,3878.152469235225,3878.152469235225,0.24,2923.590712875935,6556.734997163908,10,reverse_rev_ordered
1,3878.152469235225,3878.152469235225,0.25,2923.590712875935,6556.734997163908,10,reverse_rev_ordered
1,3878.152469235225,3878.152469235225,0.26,2923.590712875935,6556.734997163908,10,reverse_rev_ordered
1,3878.152469235225,3878.152469235225,0.27,2923.590712875935,6556.734997163908,10,reverse_rev_ordered
1,3878.152469235225,3878.152469235225,0.28,2923.590712875935,6556.734997163908,10,reverse_rev_ordered
1,3878.152469235225,3878.152469235225,0.29,2923.590712875935,6556.734997163908,10,reverse_rev_ordered
1,3878.152469235225,3878.152469235225,0.3,2923.590712875935,6556.734997163908,10,reverse_rev_ordered
1,3878.152469235225,3878.152469235225,0.31,2923.590712875935,6556.734997163908,10,reverse_rev_ordered
1,3878.152469235225,3878.152469235225,0.32,2923.590712875935,6556.734997163908,10,reverse_rev_ordered
1,3878.152469235225,3878.152469235225,0.33,2923.590712875935,6556.73499716391,10,reverse_rev_ordered
1,3878.152469235225,3878.152469235225,0.34,2923.590712875935,6556.73499716391,10,reverse_rev_ordered
1,3878.152469235225,3878.152469235225,0.35,2923.590712875935,6556.73499716391,10,reverse_rev_ordered
1,3878.152469235225,3878.152469235225,0.36,2923.590712875935,6556.73499716391,10,reverse_rev_ordered
1,3878.152469235225,3878.152469235225,0.37,2923.590712875935,6556.734997163908,10,reverse_rev_ordered
1,3878.152469235225,3878.152469235225,0.38,2923.590712875935,6556.734997163908,10,reverse_rev_ordered
1,3878.152469235225,3878.152469235225,0.39,2923.590712875935,6556.734997163908,10,reverse_rev_ordered
1,3878.152469235225,3878.152469235225,0.4,2923.590712875935,6556.734997163908,10,reverse_rev_ordered
1,3878.152469235225,3878.152469235225,0.41,2923.590712875935,6556.73499716391,10,reverse_rev_ordered
1,3878.152469235225,3878.152469235225,0.42,2923.590712875935,6556.73499716391,10,reverse_rev_ordered
1,3878.152469235225,3878.152469235225,0.43,2923.590712875935,6556.73499716391,10,reverse_rev_ordered
1,3878.152469235225,3878.152469235225,0.44,2923.590712875935,6556.73499716391,10,reverse_rev_ordered
1,3878.152469235225,3878.152469235225,0.45,2923.590712875935,6556.73499716391,10,reverse_rev_ordered
1,3878.152469235225,3878.152469235225,0.46,2923.590712875935,6556.734997163908,10,reverse_rev_ordered
1,3878.152469235225,3878.152469235225,0.47,2923.590712875935,6556.734997163908,10,reverse_rev_ordered
1,3878.152469235225,3878.152469235225,0.48,2923.590712875935,6556.734997163908,10,reverse_rev_ordered
1,3878.152469235225,3878.152469235225,0.49,2923.590712875935,6556.734997163909,10,reverse_rev_ordered
1,3878.152469235225,3878.152469235225,0.5,2923.590712875935,6556.734997163908,10,reverse_rev_ordered
1,3878.152469235225,3878.152469235225,0.51,2923.590712875935,6556.734997163908,10,reverse_rev_ordered
1,3878.152469235225,3878.152469235225,0.52,2923.590712875935,6556.734997163908,10,reverse_rev_ordered
1,3878.152469235225,3878.152469235225,0.53,2923.590712875935,6556.734997163908,10,reverse_rev_ordered
1,3878.152469235225,3878.152469235225,0.54,2923.590712875935,6556.734997163909,10,reverse_rev_ordered
1,3878.152469235225,3878.152469235225,0.55,2923.590712875935,6556.734997163908,10,reverse_rev_ordered
1,3878.152469235225,3878.152469235225,0.56,2923.590712875935,6556.734997163908,10,reverse_rev_ordered
1,3878.152469235225,3878.152469235225,0.57,2923.590712875935,6556.734997163908,10,reverse_rev_ordered
1,3878.152469235225,3878.152469235225,0.58,2923.590712875935,6556.734997163908,10,reverse_rev_ordered
1,3878.152469235225,3878.152469235225,0.59,2923.590712875935,6556.734997163908,10,reverse_rev_ordered
1,3878.152469235225,3878.152469235225,0.6,2923.590712875935,6556.734997163909,10,reverse_rev_ordered
1,3878.152469235225,3878.152469235225,0.61,2923.590712875935,6556.734997163909,10,reverse_rev_ordered
1,3878.152469235225,3878.152469235225,0.62,2923.590712875935,6556.734997163908,10,reverse_rev_ordered
1,3878.152469235225,3878.152469235225,0.63,2923.590712875935,6556.734997163909,10,reverse_rev_ordered
1,3878.152469235225,3878.152469235225,0.64,2923.590712875935,6556.734997163909,10,reverse_rev_ordered
1,3878.152469235225,3878.152469235225,0.65,2923.590712875935,6556.73499716391,10,reverse_rev_ordered
1,3878.152469235225,3878.152469235225,0.66,2923.590712875935,6556.734997163909,10,reverse_rev_ordered
1,3878.152469235225,3878.152469235225,0.67,2923.590712875935,6556.734997163909,10,reverse_rev_ordered
1,3878.152469235225,3878.152469235225,0.68,2923.590712875935,6556.73499716391,10,reverse_rev_ordered
1,3878.152469235225,3878.152469235225,0.69,2923.590712875935,6556.734997163908,10,reverse_rev_ordered
1,3878.152469235225,3878.152469235225,0.7,2923.590712875935,6556.734997163909,10,reverse_rev_ordered
1,3878.152469235225,3878.152469235225,0.71,2923.590712875935,6556.7349971639105,10,reverse_rev_ordered
1,3878.152469235225,3878.152469235225,0.72,2923.590712875935,6556.734997163909,10,reverse_rev_ordered
1,3878.152469235225,3878.152469235225,0.73,2923.590712875935,6556.73499716391,10,reverse_rev_ordered
1,3878.152469235225,3878.152469235225,0.74,2923.590712875935,6556.734997163908,10,reverse_rev_ordered
1,3878.152469235225,3878.152469235225,0.75,2923.590712875935,6556.734997163908,10,reverse_rev_ordered
1,3878.152469235225,3878.152469235225,0.76,3067.0143865030004,6222.28251457377,10,reverse_rev_ordered
1,3878.152469235225,3878.152469235225,0.77,3067.0143865030004,6222.282514573771,10,reverse_rev_ordered
1,3878.152469235225,3878.152469235225,0.78,3067.0143865030004,6222.28251457377,10,reverse_rev_ordered
1,3878.152469235225,3878.152469235225,0.79,3067.0143865030004,6222.282514573771,10,reverse_rev_ordered
1,3878.152469235225,3878.152469235225,0.8,3170.9347490606074,6067.953604919888,10,reverse_rev_ordered
1,3878.152469235225,3878.152469235225,0.81,3170.9347490606074,6067.953604919888,10,reverse_rev_ordered
1,3878.152469235225,3878.152469235225,0.82,3216.8847881953757,6058.489117135885,10,reverse_rev_ordered
1,3878.152469235225,3878.152469235225,0.83,3306.4831442029013,6044.955551061795,10,reverse_rev_ordered
1,3878.152469235225,3878.152469235225,0.84,3306.4831442029013,6044.955551061795,10,reverse_rev_ordered
1,3878.152469235225,3878.152469235225,0.85,3306.4831442029013,6044.955551061795,10,reverse_rev_ordered
1,3878.152469235225,3878.152469235225,0.86,3489.7874820672732,5881.162153623908,10,reverse_rev_ordered
1,3878.152469235225,3878.152469235225,0.87,3489.7874820672732,5881.162153623907,10,reverse_rev_ordered
1,3878.152469235225,3878.152469235225,0.88,3489.7874820672732,5881.162153623907,10,reverse_rev_ordered
1,3878.152469235225,3878.152469235225,0.89,3489.7874820672732,5881.162153623909,10,reverse_rev_ordered
1,3878.152469235225,3878.152469235225,0.9,3583.8197073343927,5769.871354780779,10,reverse_rev_ordered
1,3878.152469235225,3878.152469235225,0.91,3583.8197073343927,5769.87135478078,10,reverse_rev_ordered
1,3878.152469235225,3878.152469235225,0.92,3583.8197073343927,5769.871354780779,10,reverse_rev_ordered
1,3878.152469235225,3878.152469235225,0.93,3668.5115748428643,5606.077957342893,10,reverse_rev_ordered
1,3878.152469235225,3878.152469235225,0.94,3668.5115748428643,5606.077957342893,10,reverse_rev_ordered
1,3878.152469235225,3878.152469235225,0.95,3746.9292478288116,5095.527462274792,10,reverse_rev_ordered
1,3878.152469235225,3878.152469235225,0.96,3746.9292478288116,5095.527462274792,10,reverse_rev_ordered
1,3878.152469235225,3878.152469235225,0.97,3787.155066992841,4854.19839206036,10,reverse_rev_ordered
1,3878.152469235225,3878.152469235225,0.98,3837.774818304787,4386.649332434416,10,reverse_rev_ordered
1,3878.152469235225,3878.152469235225,0.99,3844.9910011780803,4309.571645368606,10,reverse_rev_ordered
1,3878.152469235225,3878.152469235225,1.0,3878.152469235225,3878.152469235225,10,reverse_rev_ordered
1,4608.2919528946895,4608.29195289469,0.0,1593.0088833953755,9040.240305905314,15,other
1,4608.2919528946895,4608.29195289469,0.01,1593.0088833953755,9040.24030590531,15,other
1,4608.2919528946895,4608.29195289469,0.02,1593.0088833953755,9040.240305905307,15,other
1,4608.2919528946895,4608.29195289469,0.03,1593.0088833953755,9040.240305905307,15,other
1,4608.2919528946895,4608.29195289469,0.04,1593.0088833953755,9040.24030590531,15,other
1,4608.2919528946895,4608.29195289469,0.05,1593.0088833953755,9040.24030590531,15,other
1,4608.2919528946895,4608.29195289469,0.06,1593.0088833953755,9040.240305905307,15,other
1,4608.2919528946895,4608.29195289469,0.07,1593.0088833953755,9040.240305905307,15,other
1,4608.2919528946895,4608.29195289469,0.08,1593.0088833953755,9040.240305905307,15,other
1,4608.2919528946895,4608.29195289469,0.09,1593.0088833953755,9040.240305905314,15,other
1,4608.2919528946895,4608.29195289469,0.1,1593.0088833953755,9040.240305905307,15,other
1,4608.2919528946895,4608.29195289469,0.11,1593.0088833953755,9040.240305905309,15,other
1,4608.2919528946895,4608.29195289469,0.12,1593.0088833953755,9040.240305905316,15,other
1,4608.2919528946895,4608.29195289469,0.13,1593.0088833953755,9040.240305905307,15,other
1,4608.2919528946895,4608.29195289469,0.14,1593.0088833953755,9040.24030590531,15,other
1,4608.2919528946895,4608.29195289469,0.15,1593.0088833953755,9040.240305905307,15,other
1,4608.2919528946895,4608.29195289469,0.16,1593.0088833953755,9040.240305905307,15,other
1,4608.2919528946895,4608.29195289469,0.17,1593.0088833953755,9040.240305905307,15,other
1,4608.2919528946895,4608.29195289469,0.18,1593.0088833953755,9040.240305905309,15,other
1,4608.2919528946895,4608.29195289469,0.19,1593.0088833953755,9040.240305905312,15,other
1,4608.2919528946895,4608.29195289469,0.2,1593.0088833953755,9040.240305905309,15,other
1,4608.2919528946895,4608.29195289469,0.21,1593.0088833953755,9040.240305905314,15,other
1,4608.2919528946895,4608.29195289469,0.22,1593.0088833953755,9040.240305905309,15,other
1,4608.2919528946895,4608.29195289469,0.23,1593.0088833953755,9040.240305905307,15,other
1,4608.2919528946895,4608.29195289469,0.24,1593.0088833953755,9040.240305905312,15,other
1,4608.2919528946895,4608.29195289469,0.25,1593.0088833953755,9040.240305905307,15,other
1,4608.2919528946895,4608.29195289469,0.26,1593.0088833953755,9040.240305905307,15,other
1,4608.2919528946895,4608.29195289469,0.27,1593.0088833953755,9040.240305905343,15,other
1,4608.2919528946895,4608.29195289469,0.28,1593.0088833953755,9040.240305905307,15,other
1,4608.2919528946895,4608.29195289469,0.29,1593.0088833953755,9040.24030590531,15,other
1,4608.2919528946895,4608.29195289469,0.3,1593.0088833953755,9040.240305905309,15,other
1,4608.2919528946895,4608.29195289469,0.31,1593.0088833953755,9040.240305905307,15,other
1,4608.2919528946895,4608.29195289469,0.32,1593.0088833953755,9040.240305905307,15,other
1,4608.2919528946895,4608.29195289469,0.33,1593.0088833953755,9040.240305905309,15,other
1,4608.2919528946895,4608.29195289469,0.34,1593.0088833953755,9040.240305905309,15,other
1,4608.2919528946895,4608.29195289469,0.35,1712.459061666205,9014.1768554154,15,other
1,4608.2919528946895,4608.29195289469,0.36,1712.459061666205,9014.1768554154,15,other
1,4608.2919528946895,4608.29195289469,0.37,1712.459061666205,9014.176855415408,15,other
1,4608.2919528946895,4608.29195289469,0.38,1824.2223442597358,8895.535070180675,15,other
1,4608.2919528946895,4608.29195289469,0.39,1824.2223442597358,8895.535070180682,15,other
1,4608.2919528946895,4608.29195289469,0.4,1978.9361405468244,8860.383129489706,15,other
1,4608.2919528946895,4608.29195289469,0.41,1978.9361405468244,8860.383129489706,15,other
1,4608.2919528946895,4608.29195289469,0.42,1978.9361405468244,8860.383129489706,15,other
1,4608.2919528946895,4608.29195289469,0.43,2154.6095135715905,8776.986394525571,15,other
1,4608.2919528946895,4608.29195289469,0.44,2154.6095135715905,8776.986394525571,15,other
1,4608.2919528946895,4608.29195289469,0.45,2154.6095135715905,8776.986394525577,15,other
1,4608.2919528946895,4608.29195289469,0.46,2154.6095135715905,8776.986394525571,15,other
1,4608.2919528946895,4608.29195289469,0.47,2172.0844699525173,8741.834453834603,15,other
1,4608.2919528946895,4608.29195289469,0.48,2897.720695380777,8629.523226676696,15,other
1,4608.2919528946895,4608.29195289469,0.49,2897.720695380777,8629.523226676727,15,other
1,4608.2919528946895,4608.29195289469,0.5,2897.720695380777,8629.523226676694,15,other
1,4608.2919528946895,4608.29195289469,0.51,2897.720695380777,8629.52322667669,15,other
1,4608.2919528946895,4608.29195289469,0.52,2897.720695380777,8629.52322667669,15,other
1,4608.2919528946895,4608.29195289469,0.53,2897.720695380777,8629.52322667669,15,other
1,4608.2919528946895,4608.29195289469,0.54,2897.720695380777,8629.52322667669,15,other
1,4608.2919528946895,4608.29195289469,0.55,2897.720695380777,8629.523226676693,15,other
1,4608.2919528946895,4608.29195289469,0.56,2897.720695380777,8629.523226676693,15,other
1,4608.2919528946895,4608.29195289469,0.57,2897.720695380777,8629.5232266767,15,other
1,4608.2919528946895,4608.29195289469,0.58,2897.720695380777,8629.52322667669,15,other
1,4608.2919528946895,4608.29195289469,0.59,2897.720695380777,8629.523226676698,15,other
1,4608.2919528946895,4608.29195289469,0.6,2897.720695380777,8629.52322667669,15,other
1,4608.2919528946895,4608.29195289469,0.61,2897.720695380777,8629.523226676689,15,other
1,4608.2919528946895,4608.29195289469,0.62,2897.720695380777,8629.523226676693,15,other
1,4608.2919528946895,4608.29195289469,0.63,2964.67300664523,8512.450314023714,15,other
1,4608.2919528946895,4608.29195289469,0.64,2964.67300664523,8512.45031402372,15,other
1,4608.2919528946895,4608.29195289469,0.65,3551.4091834543806,8366.269315296955,15,other
1,4608.2919528946895,4608.29195289469,0.66,3551.4091834543806,8366.269315296955,15,other
1,4608.2919528946895,4608.29195289469,0.67,3551.4091834543806,8366.269315296955,15,other
1,4608.2919528946895,4608.29195289469,0.68,3551.4091834543806,8366.269315296955,15,other
1,4608.2919528946895,4608.29195289469,0.69,3551.4091834543806,8366.269315296957,15,other
1,4608.2919528946895,4608.29195289469,0.7,3551.4091834543806,8366.269315296966,15,other
1,4608.2919528946895,4608.29195289469,0.71,3551.4091834543806,8366.269315296955,15,other
1,4608.2919528946895,4608.29195289469,0.72,3551.4091834543806,8366.269315296955,15,other
1,4608.2919528946895,4608.29195289469,0.73,3551.4091834543806,8366.269315296966,15,other
1,4608.2919528946895,4608.29195289469,0.74,3551.4091834543806,8366.269315296959,15,other
1,4608.2919528946895,4608.29195289469,0.75,3551.4091834543806,8366.269315296953,15,other
1,4608.2919528946895,4608.29195289469,0.76,3551.4091834543806,8366.269315296953,15,other
1,4608.2919528946895,4608.29195289469,0.77,3551.4091834543806,8366.269315296957,15,other
1,4608.2919528946895,4608.29195289469,0.78,3803.2949042871323,8266.226474552272,15,other
1,4608.2919528946895,4608.29195289469,0.79,3803.2949042871323,8266.226474552272,15,other
1,4608.2919528946895,4608.29195289469,0.8,3803.2949042871323,8266.22647455227,15,other
1,4608.2919528946895,4608.29195289469,0.81,3803.2949042871323,8266.226474552272,15,other
1,4608.2919528946895,4608.29195289469,0.82,3803.2949042871323,8266.226474552272,15,other
1,4608.2919528946895,4608.29195289469,0.83,3870.2472155515866,8107.289184988737,15,other
1,4608.2919528946895,4608.29195289469,0.84,4143.090157258806,7991.055453003052,15,other
1,4608.2919528946895,4608.29195289469,0.85,4143.090157258806,7991.055453003042,15,other
1,4608.2919528946895,4608.29195289469,0.86,4143.090157258806,7991.055453003041,15,other
1,4608.2919528946895,4608.29195289469,0.87,4143.090157258806,7991.0554530030595,15,other
1,4608.2919528946895,4608.29195289469,0.88,4143.090157258806,7991.055453003044,15,other
